user_id,session_id,timestamp,event_type,page,device,browser,country
U4,S15,2026-04-03 08:07:06,click,profile,tablet,Chrome,Germany
U4,S16,2026-04-04 00:29:00,purchase,cart,desktop,Firefox,Italy
U4,S16,2026-04-04 00:33:21,page_view,cart,desktop,Edge,Germany
U4,S16,2026-04-04 00:36:15,purchase,home,mobile,Safari,Italy
U4,S16,2026-04-04 00:40:38,scroll,profile,desktop,Chrome,Italy
U4,S16,2026-04-04 00:41:33,scroll,product,desktop,Chrome,Italy
U4,S16,2026-04-04 00:46:06,page_view,profile,tablet,Edge,Italy
U4,S16,2026-04-04 00:46:43,click,checkout,desktop,Edge,Italy
U4,S17,2026-04-04 10:04:00,click,product,desktop,Edge,Spain
U4,S17,2026-04-04 10:04:24,purchase,checkout,mobile,Firefox,Germany
U4,S17,2026-04-04 10:09:16,page_view,checkout,desktop,Chrome,France
U4,S17,2026-04-04 10:10:24,search,home,tablet,Firefox,Italy
U4,S17,2026-04-04 10:13:03,add_to_cart,profile,desktop,Edge,Italy
U4,S17,2026-04-04 10:17:14,click,cart,tablet,Firefox,Italy
U4,S17,2026-04-04 10:19:01,add_to_cart,checkout,tablet,Firefox,Spain
U4,S17,2026-04-04 10:21:32,search,product,tablet,Safari,Spain
U4,S18,2026-04-05 05:41:00,purchase,cart,mobile,Edge,Italy
U4,S18,2026-04-05 05:44:06,scroll,checkout,tablet,Edge,Italy
U4,S18,2026-04-05 05:47:00,click,profile,mobile,Edge,France
U4,S18,2026-04-05 05:50:40,page_view,product,tablet,Edge,Italy
U4,S18,2026-04-05 05:54:07,purchase,help,tablet,Firefox,Italy
U4,S18,2026-04-05 05:54:35,click,checkout,tablet,Safari,Spain
U4,S18,2026-04-05 05:58:30,page_view,checkout,desktop,Chrome,France
U4,S18,2026-04-05 06:02:09,purchase,search,mobile,Edge,Germany
U4,S18,2026-04-05 06:05:12,add_to_cart,profile,desktop,Chrome,Germany
U5,S19,2026-04-02 05:45:00,search,help,tablet,Chrome,Spain
U5,S19,2026-04-02 05:47:10,purchase,profile,desktop,Firefox,Spain
U5,S19,2026-04-02 05:51:02,page_view,help,tablet,Chrome,Italy
U5,S19,2026-04-02 05:52:37,purchase,product,mobile,Chrome,Germany
U5,S19,2026-04-02 05:53:15,scroll,product,desktop,Edge,France
U5,S19,2026-04-02 05:55:30,add_to_cart,cart,tablet,Firefox,France
U5,S19,2026-04-02 05:57:09,page_view,checkout,desktop,Firefox,Italy
U5,S19,2026-04-02 05:58:32,click,cart,tablet,Safari,Italy
U5,S19,2026-04-02 06:00:52,purchase,home,desktop,Safari,France
U5,S19,2026-04-02 06:01:39,search,product,tablet,Safari,Italy
U5,S20,2026-04-02 15:57:00,search,help,desktop,Chrome,France
U5,S20,2026-04-02 16:00:25,add_to_cart,product,tablet,Safari,Germany
U5,S20,2026-04-02 16:00:46,purchase,cart,desktop,Chrome,Spain
U5,S20,2026-04-02 16:05:10,scroll,help,mobile,Safari,France
U5,S20,2026-04-02 16:06:57,add_to_cart,product,tablet,Firefox,Spain
U5,S20,2026-04-02 16:07:27,scroll,help,desktop,Chrome,Germany
U5,S20,2026-04-02 16:08:44,page_view,product,desktop,Edge,France
U5,S20,2026-04-02 16:10:36,click,help,tablet,Safari,Germany
U5,S20,2026-04-02 16:12:10,scroll,help,desktop,Safari,Germany
U5,S20,2026-04-02 16:13:18,search,home,mobile,Firefox,Italy
U5,S20,2026-04-02 16:18:13,scroll,home,desktop,Chrome,Germany
U5,S20,2026-04-02 16:22:57,page_view,cart,desktop,Safari,Italy
U5,S21,2026-04-03 14:11:00,search,home,tablet,Safari,France
U5,S21,2026-04-03 14:11:42,purchase,help,desktop,Safari,Italy
U5,S21,2026-04-03 14:12:51,click,home,mobile,Safari,Italy
U5,S21,2026-04-03 14:14:00,page_view,search,tablet,Firefox,Italy
U5,S21,2026-04-03 14:18:02,scroll,profile,tablet,Edge,France
U5,S21,2026-04-03 14:21:44,purchase,home,desktop,Edge,Germany
U5,S22,2026-04-03 21:39:00,search,search,desktop,Chrome,Germany
U5,S22,2026-04-03 21:43:48,purchase,product,mobile,Edge,Germany
U5,S22,2026-04-03 21:45:35,page_view,help,desktop,Chrome,France
U5,S22,2026-04-03 21:45:55,page_view,help,desktop,Firefox,France
U5,S22,2026-04-03 21:50:54,click,home,tablet,Firefox,France
U5,S22,2026-04-03 21:53:03,scroll,help,mobile,Chrome,Germany
U5,S22,2026-04-03 21:54:27,click,checkout,desktop,Firefox,Spain
U5,S22,2026-04-03 21:54:50,click,home,desktop,Firefox,Germany
U5,S22,2026-04-03 21:55:08,click,product,mobile,Firefox,Italy
U5,S22,2026-04-03 21:59:47,page_view,profile,mobile,Edge,Italy
U5,S23,2026-04-04 16:45:00,search,checkout,mobile,Chrome,Germany
U5,S23,2026-04-04 16:49:04,purchase,home,mobile,Edge,Italy
U5,S23,2026-04-04 16:52:52,purchase,home,desktop,Edge,Spain
U5,S23,2026-04-04 16:53:43,scroll,checkout,mobile,Chrome,France
U5,S23,2026-04-04 16:56:13,add_to_cart,profile,tablet,Safari,Italy
U5,S23,2026-04-04 17:00:54,scroll,cart,tablet,Edge,Spain
U5,S23,2026-04-04 17:02:02,purchase,profile,tablet,Firefox,Italy
U5,S23,2026-04-04 17:06:03,click,cart,desktop,Edge,Italy
U5,S23,2026-04-04 17:09:45,purchase,home,desktop,Edge,Germany
U5,S23,2026-04-04 17:12:05,scroll,search,tablet,Edge,Spain
U5,S23,2026-04-04 17:13:01,page_view,home,desktop,Chrome,Germany
U5,S23,2026-04-04 17:14:17,add_to_cart,home,tablet,Safari,Spain
U5,S23,2026-04-04 17:17:57,scroll,help,tablet,Edge,Spain
U5,S24,2026-04-05 03:07:00,page_view,checkout,tablet,Firefox,France
U5,S24,2026-04-05 03:11:16,click,help,mobile,Safari,Germany
U5,S24,2026-04-05 03:12:24,scroll,checkout,mobile,Edge,Spain
U5,S24,2026-04-05 03:14:50,page_view,search,desktop,Safari,Germany
U5,S24,2026-04-05 03:17:59,page_view,search,mobile,Edge,Spain
U5,S24,2026-04-05 03:19:21,purchase,profile,mobile,Chrome,France
U5,S24,2026-04-05 03:22:43,search,cart,desktop,Firefox,Germany
U5,S24,2026-04-05 03:25:32,purchase,product,tablet,Chrome,Spain
U5,S24,2026-04-05 03:27:01,click,help,tablet,Chrome,Spain
U5,S24,2026-04-05 03:29:30,search,profile,desktop,Edge,Italy
U5,S24,2026-04-05 03:33:12,scroll,search,tablet,Chrome,Germany
U5,S24,2026-04-05 03:37:02,page_view,product,tablet,Edge,Germany
U5,S24,2026-04-05 03:37:35,click,cart,tablet,Chrome,Spain
U5,S24,2026-04-05 03:39:29,scroll,search,mobile,Safari,Germany
U6,S25,2026-04-02 00:47:00,search,search,mobile,Edge,France
U6,S25,2026-04-02 00:51:26,add_to_cart,help,tablet,Safari,Spain
U6,S25,2026-04-02 00:54:59,purchase,home,desktop,Chrome,Italy
U6,S25,2026-04-02 00:55:48,scroll,checkout,desktop,Edge,Italy
U6,S25,2026-04-02 00:58:26,page_view,cart,mobile,Safari,France
U6,S26,2026-04-02 04:14:00,page_view,search,desktop,Edge,Spain
U6,S26,2026-04-02 04:17:32,scroll,profile,desktop,Firefox,Germany
U6,S26,2026-04-02 04:19:08,page_view,checkout,tablet,Chrome,France
U6,S26,2026-04-02 04:22:16,scroll,profile,tablet,Firefox,France
U6,S26,2026-04-02 04:23:18,click,product,mobile,Firefox,France
U6,S26,2026-04-02 04:24:06,click,help,tablet,Edge,Italy
U6,S26,2026-04-02 04:29:04,add_to_cart,cart,tablet,Safari,Germany
U6,S26,2026-04-02 04:30:31,search,home,desktop,Edge,Germany
U6,S26,2026-04-02 04:33:01,add_to_cart,home,desktop,Chrome,Germany
U6,S26,2026-04-02 04:37:07,search,home,mobile,Safari,Germany
U6,S27,2026-04-02 07:53:00,add_to_cart,checkout,desktop,Edge,Spain
U6,S27,2026-04-02 07:57:00,add_to_cart,profile,mobile,Safari,Italy
U6,S27,2026-04-02 08:01:26,click,home,desktop,Chrome,Germany
U6,S27,2026-04-02 08:02:19,add_to_cart,profile,mobile,Chrome,France
U6,S27,2026-04-02 08:06:13,search,checkout,tablet,Firefox,Germany
U6,S27,2026-04-02 08:09:33,scroll,cart,desktop,Safari,Spain
U6,S27,2026-04-02 08:12:34,page_view,product,mobile,Edge,Germany
U6,S27,2026-04-02 08:14:53,purchase,help,tablet,Firefox,Germany
U6,S27,2026-04-02 08:15:44,add_to_cart,profile,mobile,Safari,Germany
U6,S27,2026-04-02 08:19:14,click,checkout,tablet,Chrome,Germany
U6,S27,2026-04-02 08:24:10,search,profile,desktop,Firefox,Spain
U6,S27,2026-04-02 08:27:56,add_to_cart,product,mobile,Safari,Germany
U6,S27,2026-04-02 08:29:38,click,product,desktop,Firefox,France
U6,S27,2026-04-02 08:30:58,click,home,desktop,Chrome,Spain
U6,S27,2026-04-02 08:34:00,add_to_cart,search,tablet,Edge,France
U7,S28,2026-04-01 14:46:00,search,home,desktop,Safari,France
U7,S28,2026-04-01 14:49:57,add_to_cart,product,tablet,Edge,France
U7,S28,2026-04-01 14:54:40,click,product,desktop,Firefox,Germany
U7,S28,2026-04-01 14:58:35,search,help,desktop,Edge,Italy
U7,S28,2026-04-01 15:00:07,click,help,tablet,Firefox,Germany
U7,S28,2026-04-01 15:00:43,purchase,cart,desktop,Chrome,Spain
U7,S28,2026-04-01 15:03:18,page_view,help,mobile,Safari,Italy
U7,S28,2026-04-01 15:07:50,click,help,desktop,Chrome,France
U7,S28,2026-04-01 15:11:50,scroll,home,desktop,Chrome,Italy
U7,S28,2026-04-01 15:16:17,scroll,search,desktop,Chrome,Germany
U7,S28,2026-04-01 15:18:21,page_view,product,mobile,Safari,France
U7,S28,2026-04-01 15:19:41,page_view,product,desktop,Firefox,Italy
U7,S28,2026-04-01 15:23:40,add_to_cart,home,mobile,Chrome,Germany
U7,S28,2026-04-01 15:25:40,click,checkout,tablet,Edge,Spain
U7,S29,2026-04-02 00:53:00,page_view,search,desktop,Edge,Spain
U7,S29,2026-04-02 00:54:06,search,checkout,tablet,Chrome,France
U7,S29,2026-04-02 00:55:29,scroll,cart,mobile,Safari,France
U7,S29,2026-04-02 00:59:12,click,profile,tablet,Chrome,Germany
U7,S29,2026-04-02 00:59:56,add_to_cart,checkout,tablet,Chrome,Italy
U7,S29,2026-04-02 01:04:06,page_view,profile,desktop,Safari,Germany
U7,S29,2026-04-02 01:04:24,scroll,help,mobile,Safari,France
U7,S29,2026-04-02 01:05:27,add_to_cart,profile,desktop,Firefox,Spain
U7,S30,2026-04-02 12:45:00,purchase,search,tablet,Edge,Italy
U7,S30,2026-04-02 12:46:43,click,home,tablet,Edge,Spain
U7,S30,2026-04-02 12:49:23,click,home,mobile,Chrome,Germany
U7,S30,2026-04-02 12:52:11,add_to_cart,cart,tablet,Edge,Germany
U7,S30,2026-04-02 12:52:39,purchase,search,desktop,Safari,Spain
U7,S30,2026-04-02 12:55:38,scroll,home,desktop,Edge,Italy
U7,S30,2026-04-02 12:59:33,search,product,mobile,Edge,Italy
U7,S30,2026-04-02 13:02:51,add_to_cart,product,mobile,Edge,Spain
U7,S30,2026-04-02 13:06:41,add_to_cart,help,mobile,Safari,Germany
U7,S30,2026-04-02 13:07:43,page_view,product,tablet,Safari,Germany
U7,S30,2026-04-02 13:11:41,add_to_cart,profile,desktop,Firefox,Italy
U7,S30,2026-04-02 13:14:50,search,home,tablet,Safari,Italy
U7,S30,2026-04-02 13:17:20,purchase,help,mobile,Chrome,Italy
U7,S31,2026-04-03 13:28:00,click,home,mobile,Edge,Spain
U7,S31,2026-04-03 13:29:14,page_view,search,tablet,Safari,Germany
U7,S31,2026-04-03 13:32:40,add_to_cart,home,tablet,Firefox,Italy
U7,S31,2026-04-03 13:35:59,scroll,cart,mobile,Firefox,Germany
U7,S31,2026-04-03 13:39:32,scroll,profile,desktop,Firefox,Spain
U7,S31,2026-04-03 13:39:55,purchase,search,desktop,Edge,Spain
U7,S31,2026-04-03 13:42:19,scroll,profile,desktop,Firefox,Germany
U7,S31,2026-04-03 13:46:40,click,home,mobile,Chrome,Italy
U7,S31,2026-04-03 13:48:18,purchase,cart,mobile,Safari,Germany
U7,S31,2026-04-03 13:49:01,add_to_cart,checkout,desktop,Safari,France
U7,S31,2026-04-03 13:50:40,scroll,checkout,mobile,Chrome,France
U7,S31,2026-04-03 13:52:01,click,help,desktop,Chrome,Germany
U7,S31,2026-04-03 13:56:54,add_to_cart,product,desktop,Firefox,Spain
U8,S32,2026-04-02 07:46:00,search,checkout,desktop,Edge,Spain
U8,S32,2026-04-02 07:47:14,scroll,profile,mobile,Edge,Italy
U8,S32,2026-04-02 07:51:48,scroll,search,tablet,Firefox,France
U8,S32,2026-04-02 07:55:39,add_to_cart,help,mobile,Chrome,France
U8,S32,2026-04-02 07:58:24,click,search,desktop,Firefox,Germany
U8,S32,2026-04-02 08:02:59,scroll,help,mobile,Safari,France
U8,S32,2026-04-02 08:07:51,scroll,search,tablet,Safari,Spain
U8,S32,2026-04-02 08:12:18,purchase,search,tablet,Firefox,France
U8,S32,2026-04-02 08:15:20,add_to_cart,home,mobile,Chrome,Spain
U8,S32,2026-04-02 08:17:45,purchase,search,tablet,Edge,Spain
U8,S32,2026-04-02 08:22:09,purchase,checkout,desktop,Safari,Italy
U8,S33,2026-04-02 21:05:00,search,home,tablet,Chrome,France
U8,S33,2026-04-02 21:08:55,search,cart,desktop,Firefox,Germany
U8,S33,2026-04-02 21:10:18,scroll,help,tablet,Safari,Germany
U8,S33,2026-04-02 21:13:52,click,help,desktop,Chrome,Germany
U8,S33,2026-04-02 21:16:05,search,home,desktop,Edge,France
U8,S33,2026-04-02 21:17:27,page_view,home,desktop,Edge,Italy
U8,S33,2026-04-02 21:19:44,click,help,desktop,Safari,France
U8,S33,2026-04-02 21:21:15,search,checkout,desktop,Edge,Germany
U8,S33,2026-04-02 21:25:39,page_view,home,desktop,Edge,France
U8,S33,2026-04-02 21:27:39,add_to_cart,product,mobile,Chrome,Germany
U8,S33,2026-04-02 21:32:02,add_to_cart,help,tablet,Edge,Germany
U8,S33,2026-04-02 21:36:46,page_view,help,mobile,Edge,France
U8,S33,2026-04-02 21:39:11,purchase,product,desktop,Safari,Spain
U8,S33,2026-04-02 21:42:46,page_view,checkout,tablet,Firefox,Germany
U8,S33,2026-04-02 21:47:39,scroll,home,desktop,Edge,Germany
U8,S34,2026-04-03 01:30:00,scroll,help,desktop,Safari,France
U8,S34,2026-04-03 01:31:51,add_to_cart,checkout,desktop,Chrome,Spain
U8,S34,2026-04-03 01:32:20,click,profile,desktop,Edge,Italy
U8,S34,2026-04-03 01:33:46,add_to_cart,checkout,mobile,Safari,Germany
U8,S34,2026-04-03 01:35:19,search,checkout,tablet,Safari,Germany
U8,S34,2026-04-03 01:39:48,add_to_cart,checkout,desktop,Safari,Italy
U8,S34,2026-04-03 01:40:06,scroll,product,tablet,Chrome,Italy
U8,S35,2026-04-03 03:08:00,search,product,tablet,Firefox,Spain
U8,S35,2026-04-03 03:12:15,click,checkout,tablet,Edge,France
U8,S35,2026-04-03 03:14:29,page_view,checkout,tablet,Chrome,France
U8,S35,2026-04-03 03:14:48,search,product,desktop,Firefox,Italy
U8,S35,2026-04-03 03:16:42,search,checkout,tablet,Edge,Spain
U8,S35,2026-04-03 03:18:02,add_to_cart,search,tablet,Safari,Italy
U8,S35,2026-04-03 03:22:41,search,product,mobile,Edge,Germany
U8,S35,2026-04-03 03:27:30,scroll,profile,tablet,Safari,Italy
U8,S35,2026-04-03 03:29:18,click,product,tablet,Safari,France
U8,S35,2026-04-03 03:32:00,scroll,profile,mobile,Edge,Germany
U8,S35,2026-04-03 03:36:15,scroll,checkout,tablet,Safari,Germany
U8,S35,2026-04-03 03:37:27,add_to_cart,profile,tablet,Edge,Italy
U8,S35,2026-04-03 03:40:33,click,product,mobile,Safari,Spain
U8,S35,2026-04-03 03:43:40,search,profile,desktop,Edge,France
U8,S35,2026-04-03 03:45:33,add_to_cart,product,tablet,Safari,France
U8,S36,2026-04-04 03:45:00,click,search,mobile,Firefox,France
U8,S36,2026-04-04 03:45:36,page_view,cart,desktop,Edge,Spain
U8,S36,2026-04-04 03:46:56,page_view,checkout,mobile,Edge,Italy
U8,S36,2026-04-04 03:51:10,purchase,search,desktop,Safari,Germany
U8,S36,2026-04-04 03:51:50,page_view,profile,tablet,Firefox,Spain
U8,S36,2026-04-04 03:53:29,search,help,mobile,Chrome,Italy
U8,S36,2026-04-04 03:57:52,click,profile,desktop,Chrome,Spain
U8,S36,2026-04-04 04:00:34,add_to_cart,checkout,mobile,Safari,Germany
U8,S36,2026-04-04 04:04:36,purchase,checkout,tablet,Edge,France
U8,S36,2026-04-04 04:09:04,search,product,mobile,Chrome,Germany
U8,S36,2026-04-04 04:10:37,purchase,cart,tablet,Safari,France
U8,S36,2026-04-04 04:10:54,purchase,product,desktop,Firefox,France
U8,S36,2026-04-04 04:14:31,search,checkout,desktop,Chrome,Italy
U8,S36,2026-04-04 04:15:29,click,search,desktop,Safari,France
U9,S37,2026-04-01 16:28:00,scroll,product,desktop,Chrome,Germany
